"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21"
3,31,43,50,54,67,73,79,98,104,113,124,141,176,178,194,285,413,483,519,611
13,16,48,51,53,56,85,108,118,131,165,205,206,232,238,258,275,336,351,397,497
19,22,27,30,30,33,33,36,48,95,95,105,131,153,169,213,241,336,604,644,775
24,26,27,36,38,43,74,76,86,93,102,103,112,130,135,218,236,345,550,654,731
3,15,22,57,71,79,84,88,127,148,153,159,195,205,247,271,272,397,402,403,441
38,41,48,48,52,56,57,69,71,96,104,192,205,212,271,291,298,338,352,398,602
11,12,16,30,30,39,63,79,85,112,138,184,198,210,217,249,335,358,416,483,574
12,14,14,27,36,48,104,121,148,195,207,208,210,216,222,224,269,300,301,323,640
6,17,17,26,74,77,78,98,107,121,125,133,142,173,174,177,222,233,348,643,848
3,22,34,39,46,52,59,88,120,124,164,181,205,207,212,238,241,276,418,501,609
26,26,29,40,55,61,61,67,83,122,163,166,215,234,264,275,308,333,371,438,502
14,19,31,43,53,58,74,85,90,100,182,182,192,192,280,300,309,324,348,426,537
19,38,40,42,63,65,76,100,102,148,156,163,173,187,223,236,265,270,366,376,731
10,12,15,27,29,39,41,82,85,98,104,111,172,210,210,240,254,295,493,550,762
1,3,7,16,23,44,47,68,68,68,134,162,178,178,193,213,281,289,583,620,663
6,79,84,87,91,94,99,131,160,161,168,168,171,179,179,224,268,295,301,367,527
3,10,27,32,40,42,45,50,60,63,149,165,214,217,222,309,316,428,460,493,494
44,46,57,57,77,78,81,109,118,127,135,160,185,205,208,225,250,304,338,415,620
3,3,3,8,8,9,9,14,39,43,111,141,143,183,234,258,278,525,553,569,705
4,15,26,40,75,75,87,88,101,103,114,128,130,176,191,235,238,325,403,617,668
13,14,17,22,32,36,66,75,100,121,143,151,154,195,267,293,311,311,472,501,545
17,19,45,45,45,52,55,56,69,97,107,111,132,156,166,211,231,285,609,637,694
2,20,31,32,40,41,58,62,88,92,100,127,188,203,298,330,334,344,426,453,570
29,35,42,43,49,61,70,124,133,138,140,142,157,187,188,236,236,319,364,415,731
20,44,64,76,78,87,100,102,113,115,141,164,168,172,199,202,227,316,418,466,567
3,5,18,22,84,90,109,118,127,132,153,202,222,239,241,258,267,341,365,396,447
9,19,19,32,67,67,67,69,76,80,109,117,121,159,212,287,305,335,440,448,801
2,18,21,59,65,82,100,107,109,160,180,183,223,263,263,264,266,293,363,394,424
3,3,25,51,54,65,75,85,102,103,146,147,168,179,183,184,218,275,357,572,844
10,18,22,36,47,54,60,75,76,101,133,168,176,263,268,310,320,323,329,336,714
5,29,38,40,55,74,80,111,119,133,172,177,179,214,224,244,250,286,305,443,661
2,14,15,21,29,33,42,52,89,95,116,123,124,147,174,239,364,433,450,478,799
15,21,27,32,33,49,59,91,103,144,144,167,193,205,217,232,275,308,368,512,644
16,30,44,80,85,91,95,95,104,121,157,200,217,249,271,283,321,328,344,349,359
5,10,24,27,27,61,71,75,84,94,98,143,212,227,275,282,304,330,364,508,618
6,12,14,19,35,65,65,68,81,89,98,138,142,158,166,185,211,329,371,466,1121
2,10,34,34,37,67,112,114,115,116,146,153,184,188,196,200,217,246,482,522,664
21,23,30,35,35,41,42,69,77,104,145,145,193,211,220,235,237,349,378,618,631
2,6,18,50,70,74,80,97,114,115,119,185,201,207,214,249,269,315,365,475,614
1,7,12,14,17,19,93,99,104,105,125,139,160,166,182,216,266,398,443,466,807
29,31,44,53,75,84,91,96,108,114,127,139,146,195,283,321,328,356,381,409,429
2,24,34,40,42,48,49,57,60,62,117,147,148,237,241,245,304,346,439,487,710
4,4,39,39,48,69,79,91,116,119,145,149,199,203,228,232,243,298,373,506,655
15,31,41,62,65,87,97,112,114,128,146,151,151,186,263,268,295,328,372,415,512
30,36,38,45,55,75,83,108,123,135,135,145,198,206,231,245,278,321,399,465,488
12,27,27,34,38,40,63,95,99,103,116,141,185,210,222,228,245,291,322,436,905
18,19,24,29,101,102,108,115,129,133,147,166,178,188,197,260,263,327,347,381,607
6,44,46,61,64,85,90,98,120,177,184,192,195,206,225,235,246,320,337,349,559
2,25,39,57,62,74,75,79,85,119,119,145,156,192,226,305,329,403,413,465,469
3,9,17,50,57,80,83,121,124,140,145,166,177,183,226,258,277,290,295,527,611
1,15,19,23,25,42,47,87,88,89,93,117,160,247,274,286,307,307,326,540,746
4,23,29,31,53,89,91,94,138,144,154,160,180,180,216,260,289,293,446,456,509
2,3,14,18,27,28,32,33,33,78,92,101,157,196,248,267,396,417,429,464,804
18,27,43,43,48,50,50,60,70,78,91,116,163,190,249,252,253,323,429,634,652
2,24,53,53,71,75,81,92,92,102,132,132,194,213,263,265,274,342,344,410,625
5,25,31,32,39,47,47,104,104,112,128,152,213,213,214,254,339,372,387,407,614
24,32,39,40,51,56,64,81,128,157,177,194,206,244,284,317,322,323,334,344,422
11,15,19,28,30,30,43,44,56,69,104,119,132,170,195,240,311,314,576,608,725
5,5,9,14,23,24,30,46,56,107,158,177,185,185,189,196,268,373,498,573,718
16,22,37,46,51,73,73,89,115,185,194,217,217,236,276,294,296,325,340,355,382
2,2,18,23,26,35,35,59,66,90,99,115,133,149,200,225,266,347,432,510,1007
1,5,18,25,31,61,73,84,110,123,157,169,169,190,244,250,298,370,450,497,514
22,26,34,47,61,66,88,95,98,155,165,178,191,215,250,279,323,329,339,386,492
4,12,23,46,57,69,75,96,126,146,159,173,196,197,229,233,247,256,474,480,541
17,17,23,24,48,58,58,69,78,79,81,91,105,156,184,234,343,344,501,573,756
6,9,17,27,28,29,54,61,78,98,98,105,197,221,226,250,260,382,423,424,846
8,10,17,43,52,54,57,117,128,135,135,137,148,272,291,304,324,326,355,463,463
3,4,37,41,51,70,72,87,110,139,139,151,157,168,187,206,211,229,480,560,737
8,12,22,26,27,36,51,53,56,75,108,140,167,204,260,293,322,397,431,479,672
20,40,47,59,59,64,69,85,90,101,101,103,132,146,171,218,250,288,355,557,884
4,6,6,39,40,43,43,61,108,109,118,125,152,171,181,215,242,254,337,545,1040
12,13,19,23,33,40,57,64,90,99,117,126,153,228,246,273,294,334,462,471,685
7,20,29,44,70,85,92,110,137,139,153,183,190,200,226,228,295,363,379,423,466
36,40,41,46,56,60,83,113,113,136,146,146,159,162,172,241,303,349,394,454,589
6,7,22,33,33,41,68,82,90,103,128,146,204,219,221,252,254,326,439,450,715
24,48,51,52,53,56,107,107,122,123,167,174,202,225,230,243,246,249,387,388,585
5,11,15,34,35,38,64,78,79,80,105,112,191,198,201,243,274,277,454,523,822
10,14,17,20,26,38,90,94,131,142,158,179,180,201,211,211,256,263,308,373,917
12,16,22,24,56,88,91,94,95,111,123,128,129,163,204,274,345,412,450,472,530
1,2,12,60,62,76,81,83,95,103,106,113,131,167,208,227,247,301,464,526,774
8,15,23,34,34,39,46,84,105,105,163,166,195,301,304,319,343,364,386,398,407
7,10,11,20,28,56,78,85,87,98,106,121,166,210,216,252,349,360,403,468,708
23,23,24,24,24,24,61,67,71,74,154,175,207,214,231,238,315,364,469,488,569
2,9,9,35,54,58,67,76,89,97,113,123,144,168,190,199,200,214,293,653,1046
8,17,31,33,34,39,44,63,73,105,112,113,128,147,193,194,273,296,335,502,1099
2,11,19,62,67,72,78,96,126,129,134,171,172,173,187,204,251,318,353,511,703
7,10,27,53,55,60,90,100,115,151,153,161,171,185,200,202,266,333,430,467,603
3,7,13,16,34,44,44,48,70,78,84,95,131,202,203,220,269,445,531,632,670
2,18,34,44,51,70,101,107,111,113,124,144,187,233,253,268,277,277,331,517,577
9,14,19,35,42,55,67,83,93,94,124,156,158,165,196,235,328,357,388,486,735
5,53,61,64,85,97,113,124,129,150,172,190,197,202,228,234,258,298,316,321,542
15,15,17,19,34,49,90,92,117,129,166,187,187,252,266,269,306,317,356,410,546
3,32,49,52,54,68,79,114,119,120,131,133,197,199,209,216,241,330,462,513,518
10,19,24,40,59,62,62,70,72,75,79,90,122,133,207,242,262,348,398,440,1025
2,13,24,27,54,54,81,83,93,94,99,155,156,165,205,223,272,316,507,577,639
11,13,18,38,38,38,50,60,93,101,118,155,162,164,168,208,218,256,379,660,891
3,5,23,38,52,62,62,69,84,91,121,172,173,177,183,255,295,414,418,548,594
16,16,29,29,39,43,46,62,67,71,71,82,90,97,179,220,246,260,451,775,950
18,21,22,26,26,27,40,60,63,72,79,84,165,193,210,244,330,398,426,648,687
34,35,55,67,82,83,84,90,104,114,144,165,191,206,215,251,285,333,365,430,506
11,18,18,31,38,39,41,45,52,71,71,107,141,153,163,215,272,285,343,862,863
4,18,35,35,43,49,52,69,97,108,129,167,178,180,240,257,294,300,310,589,685
8,41,45,51,67,70,80,127,133,166,168,188,198,205,228,247,289,289,302,388,549
1,5,20,25,26,35,37,38,69,79,91,93,98,166,176,181,217,298,663,670,851
8,17,33,46,48,66,75,108,108,122,131,142,145,178,179,186,236,252,265,409,1085
12,17,19,21,51,64,77,86,91,108,135,158,159,185,190,218,249,361,394,572,672
5,10,10,20,28,66,89,111,115,128,140,187,215,220,248,299,305,373,404,420,446
12,19,32,39,42,52,67,86,91,92,92,124,216,236,236,296,323,341,348,495,600
1,3,33,40,74,77,77,84,94,107,117,155,217,228,228,249,267,292,438,463,595
3,10,12,26,26,26,46,91,93,96,111,126,192,200,250,272,288,338,420,516,697
2,8,8,8,8,9,23,33,37,73,86,96,194,196,205,267,278,290,318,489,1211
6,11,15,19,31,40,70,72,73,74,94,113,127,157,227,258,322,357,545,555,673
5,23,23,23,34,47,55,58,89,97,116,210,221,240,245,254,260,316,447,477,599
4,4,15,17,29,46,63,63,76,90,156,178,186,193,263,284,295,298,408,409,762
16,28,32,45,48,80,94,95,102,134,159,189,193,198,267,278,309,333,337,372,530
12,17,19,25,29,30,59,77,88,91,119,170,184,188,241,249,312,343,475,533,578
20,25,33,37,40,60,77,96,115,138,142,182,191,196,210,246,251,332,387,418,643
6,19,20,26,33,41,66,78,88,88,123,125,135,159,201,233,348,354,360,475,861
27,39,39,46,64,76,76,92,96,105,128,175,181,195,201,300,306,308,311,404,670
8,11,12,24,27,40,64,90,113,133,140,168,192,204,233,285,380,384,441,443,447
3,33,33,35,40,42,72,80,92,98,98,113,163,205,238,250,259,285,498,503,699
12,23,23,41,55,57,59,70,78,83,85,99,121,191,226,252,257,321,344,643,799
9,11,25,30,43,48,103,105,108,109,125,125,140,140,170,235,318,371,386,521,717
1,2,3,12,29,52,55,59,83,95,123,154,166,215,215,251,266,321,415,611,711
7,13,23,23,60,92,100,116,120,137,144,151,159,188,214,248,292,318,319,545,570
9,9,16,29,87,110,115,119,144,146,147,165,173,175,176,222,242,252,277,475,751
9,29,31,32,56,64,68,70,73,110,138,146,150,154,154,242,290,314,473,521,715
6,19,27,38,48,48,71,76,87,119,186,242,248,250,252,252,262,282,318,351,657
4,5,13,19,24,24,37,41,81,99,118,134,163,172,192,234,295,302,305,669,908
2,8,15,18,26,32,43,58,63,65,86,137,158,172,275,279,305,433,462,513,689
18,21,23,23,48,87,91,91,112,118,132,133,136,179,187,216,257,264,437,615,651
21,23,30,51,52,60,84,93,96,100,101,153,165,200,231,235,273,286,488,521,576
28,32,46,46,52,84,86,98,124,131,141,178,179,197,208,269,286,319,372,473,490
5,13,26,30,36,44,51,51,58,76,127,142,154,156,172,279,279,310,492,642,696
1,5,9,16,21,81,93,94,107,112,112,121,124,133,135,199,272,285,571,639,709
8,16,18,19,24,38,38,45,61,103,139,144,152,152,187,308,315,329,467,468,808
2,21,24,45,47,48,54,66,104,112,135,136,207,208,220,220,263,267,381,447,832
2,16,39,42,49,65,65,66,81,89,115,119,124,126,163,205,219,225,234,399,1396
12,18,20,44,74,75,80,87,115,119,130,135,138,214,223,239,240,348,359,404,765
7,11,36,57,67,72,85,97,104,135,137,152,157,175,221,241,308,309,349,378,741
2,4,4,8,17,55,59,74,97,101,102,155,202,206,240,275,305,306,363,516,748
3,3,9,32,35,47,55,60,86,90,90,98,153,164,177,211,211,392,536,614,773
3,4,17,39,41,44,61,77,84,88,109,135,179,215,331,337,366,392,428,440,449
11,62,74,86,99,99,99,116,141,143,180,189,190,192,200,225,230,288,296,385,534
1,18,30,31,37,43,45,57,58,62,77,101,123,197,232,264,315,466,507,548,627
24,35,46,51,65,69,78,83,87,102,126,142,166,186,203,209,317,336,386,431,697
4,6,26,29,34,45,66,72,77,114,128,147,156,175,175,220,266,348,500,561,690
12,14,19,58,76,81,111,115,127,140,149,149,153,159,183,258,260,276,353,541,605
7,10,10,11,13,46,69,69,74,102,113,120,141,162,167,171,238,465,546,590,715
18,19,26,29,29,68,129,133,135,148,176,183,189,207,214,238,238,293,311,349,707
5,5,10,17,46,82,83,86,110,111,128,131,133,145,161,319,346,384,460,502,575
5,7,11,12,44,56,62,84,87,119,124,131,157,165,194,211,237,342,440,592,759
6,6,11,13,26,27,45,65,68,70,101,126,193,228,265,357,364,392,404,412,660
4,4,8,9,12,15,27,33,51,67,73,118,123,129,169,281,312,325,395,546,1138
2,11,11,18,27,30,43,58,65,68,105,121,173,217,219,251,320,328,332,616,824
5,10,21,22,32,35,48,52,92,100,125,133,147,147,187,195,226,253,395,450,1164
4,6,8,11,63,82,83,108,109,113,141,143,149,166,220,225,346,394,396,451,621
25,27,44,45,56,73,74,76,105,110,114,115,169,191,206,215,216,250,251,483,994
15,17,20,20,26,44,71,72,72,87,130,140,222,256,257,257,265,270,290,380,928
5,29,31,39,55,70,73,140,142,152,169,173,187,212,247,264,273,321,381,400,476
2,11,12,16,24,50,51,74,83,85,86,109,143,149,197,202,428,455,461,530,671
8,10,22,38,50,78,78,78,87,91,115,115,156,194,217,242,266,329,505,568,592
18,48,61,64,71,71,106,130,134,135,139,165,193,193,196,222,229,264,361,364,675
3,15,29,44,57,71,80,85,95,106,119,129,155,198,227,238,331,331,384,441,701
5,12,24,29,34,52,79,80,122,144,171,187,187,194,206,231,290,320,419,425,628
1,2,4,25,38,43,52,53,56,101,127,176,184,211,251,273,293,311,318,445,875
11,15,15,26,34,35,37,55,67,68,68,120,123,150,198,207,261,312,318,477,1242
4,22,44,46,57,61,63,65,81,95,118,138,159,203,228,265,313,422,456,462,537
5,11,19,26,36,46,53,88,96,101,123,191,198,213,263,285,318,345,379,421,622
17,33,34,56,57,82,85,97,97,111,140,171,171,182,188,188,208,228,238,330,1126
6,36,41,43,73,89,91,118,136,159,194,222,239,239,249,257,273,275,340,371,388
3,24,49,54,65,74,79,80,80,88,121,130,140,218,219,243,302,304,435,458,673
2,8,13,31,43,63,64,100,108,144,145,146,160,167,180,185,211,223,406,717,723
16,25,30,32,48,54,60,80,84,131,133,135,148,161,179,190,348,397,433,493,662
55,76,93,93,100,107,108,152,155,165,165,178,186,200,210,226,248,297,312,337,376
3,5,30,36,47,58,102,102,143,161,169,200,209,210,221,232,255,337,357,416,546
21,26,31,32,43,63,63,70,74,93,95,108,138,173,183,202,214,384,449,674,703
3,3,17,20,24,26,43,43,59,68,110,112,171,249,254,286,308,310,433,460,840
1,3,4,9,14,21,33,69,71,74,75,97,100,110,124,146,187,366,459,657,1219
1,54,56,56,57,61,95,99,100,135,143,143,151,165,204,225,227,232,276,574,785
1,1,21,21,23,36,52,71,72,82,117,126,138,143,147,196,197,250,507,801,837
2,17,38,41,43,59,85,90,91,115,127,158,202,256,286,291,313,370,387,410,458
31,43,47,48,53,55,60,85,92,110,118,139,149,185,185,190,217,240,461,577,754
27,31,42,47,55,60,80,80,92,92,100,123,165,171,177,205,228,272,417,556,819
15,17,23,24,35,35,35,37,52,90,107,113,127,131,141,333,405,457,473,500,689
24,24,28,40,40,51,65,96,103,123,123,150,158,160,226,253,290,299,325,596,665
3,12,23,42,57,65,67,84,105,124,161,183,186,195,195,220,231,264,407,589,626
6,7,8,13,23,31,34,52,72,77,97,121,147,150,171,184,233,307,516,694,896
10,12,13,15,50,108,111,113,134,158,166,178,178,187,232,248,294,313,321,402,596
5,8,26,26,37,54,78,97,108,108,110,116,140,184,185,185,330,351,495,559,637
5,5,12,13,16,31,76,97,109,109,176,188,188,204,247,255,261,362,456,491,538
6,8,39,44,73,79,85,97,97,100,117,127,156,164,197,248,259,308,361,437,837
15,21,24,33,106,123,123,146,153,153,160,173,178,197,231,238,242,251,275,448,549
2,18,22,29,37,40,78,82,103,110,110,112,137,149,179,246,368,428,472,517,600
4,6,15,18,19,20,47,88,89,90,124,142,148,173,181,246,302,306,477,589,755
16,20,39,56,71,99,102,135,156,156,158,174,176,189,212,220,247,250,351,382,630
2,23,24,33,37,40,62,62,66,137,164,170,172,208,244,263,267,279,280,557,749
11,27,40,47,80,90,100,109,147,160,183,187,213,215,216,235,235,252,373,412,507
10,11,19,29,31,46,70,72,75,135,142,189,248,253,262,290,312,319,331,372,623
1,7,9,10,17,26,27,35,47,60,84,110,116,151,270,272,344,430,471,624,728
25,25,30,39,47,61,90,103,118,133,134,160,165,197,200,221,256,330,368,487,650
15,18,41,45,48,67,83,84,103,165,183,187,187,240,254,273,274,340,396,401,435
3,24,41,50,73,74,85,90,101,101,101,110,118,120,210,258,297,327,441,607,608
18,19,36,43,73,95,97,141,149,162,164,194,206,231,249,263,282,295,349,365,408
18,19,30,38,68,71,78,84,97,101,107,141,162,170,200,218,294,406,415,416,706
3,24,30,41,66,70,74,92,105,115,115,116,164,169,210,212,217,219,404,691,702
4,7,8,19,62,87,116,151,157,159,163,175,176,187,233,236,269,281,320,446,583
10,14,21,39,42,52,64,81,101,113,178,184,197,232,233,233,256,348,397,463,581
7,7,12,16,24,30,43,43,57,74,117,126,150,192,248,306,372,403,435,570,607
4,12,33,43,59,79,85,104,106,122,125,130,178,195,233,312,338,347,379,440,515
24,32,43,47,56,87,97,101,107,112,142,143,181,201,208,263,296,300,360,457,582
28,32,45,51,60,61,94,103,165,167,169,177,181,190,194,222,242,263,312,366,717
19,25,36,44,57,58,63,70,72,102,140,178,181,220,230,237,266,307,349,541,644
6,27,33,39,51,72,74,77,85,88,159,165,166,194,205,263,272,285,474,476,628
22,29,30,36,46,59,59,66,75,81,86,112,116,125,190,218,286,419,566,593,625
18,20,25,25,28,55,56,66,78,96,98,150,166,182,196,246,292,361,434,451,796
8,12,27,37,42,51,53,59,60,65,91,139,154,172,220,229,276,372,432,554,786
3,34,40,43,43,78,92,110,118,118,120,143,152,198,239,239,251,278,352,359,829
9,10,16,32,38,63,65,72,74,78,101,118,119,162,176,196,313,331,379,588,899
8,18,18,24,37,56,56,67,68,92,92,141,180,229,315,333,345,378,394,435,553
5,27,31,31,47,47,48,54,86,87,126,162,199,207,237,305,335,388,398,508,511
3,9,13,18,48,54,73,140,142,143,191,215,261,264,269,293,299,311,322,373,398
3,11,13,19,20,31,41,118,136,146,155,158,185,206,222,313,324,343,347,518,530
3,6,11,61,64,85,96,129,136,169,185,186,188,202,265,273,290,308,336,411,435
11,22,29,44,45,88,98,113,114,117,119,143,151,235,247,280,289,302,326,505,561
1,1,5,60,66,91,96,98,111,118,124,128,129,162,195,204,285,322,338,383,922
2,11,27,38,49,55,82,89,89,93,104,113,115,224,239,285,373,392,422,467,570
6,10,31,31,36,36,118,118,122,131,138,138,163,185,205,227,240,357,499,504,544
19,19,24,32,39,49,56,68,107,140,141,142,149,185,281,310,344,365,411,452,506
3,6,16,41,49,63,66,72,79,82,120,123,128,133,159,194,348,357,514,527,759
4,9,17,27,32,34,95,102,131,134,162,175,184,241,247,266,273,279,334,358,735
19,20,30,38,45,48,59,121,123,143,165,198,211,237,259,277,282,302,355,434,473
28,32,37,41,46,48,65,76,82,86,90,97,119,242,315,333,349,390,427,443,493
12,15,26,29,38,41,42,80,85,104,105,117,135,171,177,212,242,349,403,726,730
26,30,36,38,42,47,47,47,66,72,113,151,183,235,299,303,349,349,409,493,504
9,53,64,65,68,70,71,72,77,90,102,141,181,212,221,293,294,302,349,385,720
6,22,28,33,39,42,45,48,74,84,122,187,190,212,216,230,339,339,385,480,718
6,6,9,27,34,36,58,61,72,81,89,89,131,189,262,264,266,284,346,626,903
10,19,33,69,69,75,85,87,96,135,166,174,181,232,237,237,259,280,388,402,605
15,26,41,54,62,74,76,98,112,117,124,147,169,174,196,277,283,284,384,511,615
8,9,13,19,46,58,76,83,116,120,128,159,178,184,218,231,292,367,376,493,665
1,7,43,55,88,96,99,101,119,136,158,158,163,197,200,236,241,385,409,452,495
5,31,37,45,87,101,105,116,116,120,141,154,166,221,231,255,273,292,331,342,670
10,21,36,52,55,63,90,91,92,95,100,107,108,116,141,222,249,373,512,518,788
29,35,36,45,59,68,72,102,108,108,110,144,174,204,212,225,271,287,293,569,688
2,2,3,4,6,8,11,19,20,32,59,63,223,235,298,300,390,423,449,496,796
3,27,31,32,41,47,56,117,117,130,143,149,195,197,305,329,364,365,386,395,410
24,28,34,44,69,73,82,87,88,98,114,127,135,146,160,179,239,333,355,606,818
19,30,31,57,59,110,111,119,135,141,143,171,182,193,248,251,299,314,317,319,590
24,34,37,41,45,54,70,71,105,115,129,135,141,161,259,269,286,338,382,489,654
7,13,20,39,43,57,72,72,74,82,86,105,167,168,184,331,336,364,437,563,619
6,43,51,56,61,67,97,105,109,121,131,132,147,190,221,231,298,306,334,371,762
10,18,28,36,49,53,69,94,97,157,172,188,191,197,252,259,324,333,388,426,498
6,28,75,82,82,84,88,108,123,126,164,172,183,205,237,243,248,272,340,465,508
4,15,19,35,39,44,62,103,109,122,130,134,199,201,205,217,264,368,499,508,562
21,33,33,34,54,67,87,89,105,133,149,152,164,165,167,190,256,414,443,446,637
12,29,36,36,39,41,72,82,105,108,127,195,203,204,206,314,330,341,409,475,475
19,23,23,30,34,35,45,54,93,95,118,155,159,182,198,209,251,259,396,551,910
12,48,67,77,86,95,116,118,119,120,126,132,147,174,189,193,193,259,277,573,718
2,19,33,36,44,45,45,46,56,62,68,79,139,149,208,210,299,394,394,441,1070
7,27,27,45,49,73,76,89,124,126,137,187,197,216,245,272,307,307,404,440,484
17,33,36,42,57,74,77,118,126,140,140,150,159,174,197,201,263,278,288,485,784
19,19,22,28,30,47,63,72,82,124,141,148,160,165,233,349,375,391,394,394,583
3,22,24,55,55,58,59,62,64,71,143,153,155,158,183,247,302,329,542,559,595
10,19,25,26,32,32,32,48,53,74,95,118,186,206,229,245,260,264,384,496,1005
15,17,18,19,45,50,50,53,53,54,58,190,230,232,242,286,311,370,460,499,587
8,10,14,21,24,51,52,53,96,102,135,159,175,205,223,250,278,299,407,471,806
10,12,15,17,17,21,21,44,64,69,72,102,171,172,195,275,286,351,360,701,864
11,11,13,22,43,53,56,68,69,70,80,84,88,107,130,193,228,256,313,543,1401
26,39,43,52,58,70,81,84,85,109,112,112,116,133,184,204,292,300,338,383,1018
18,26,48,51,62,66,90,91,141,144,168,210,237,241,241,249,291,297,359,382,427
16,17,34,66,73,76,80,117,122,126,127,132,182,242,261,270,288,312,315,369,614
8,20,24,32,46,50,56,86,100,108,108,159,177,178,188,231,238,405,488,551,586
1,11,11,21,36,36,62,63,78,82,120,147,154,173,260,276,276,327,378,540,787
